id; age; workClass; education; martialStatus; occupation; race; nativeCountry; salary
21439;0-120;Federal-gov;*;Married-spouse-absent;*;White;Female;United-States;<=50K
10048;0-120;Federal-gov;*;Separated;*;White;Female;United-States;<=50K
18744;0-120;Federal-gov;*;Separated;*;White;Female;United-States;<=50K
2137;41-45;Federal-gov;*;Divorced;*;White;Female;North America;<=50K
8664;41-45;Federal-gov;*;Divorced;*;White;Female;North America;<=50K
1437;31-40;Federal-gov;Professional Education;Married-civ-spouse;*;White;Female;United-States;>50K
2874;31-40;Federal-gov;Professional Education;Married-civ-spouse;*;White;Female;United-States;>50K
9433;0-120;Self-emp-inc;*;Widowed;*;White;Female;United-States;<=50K
15776;0-120;Self-emp-inc;*;Widowed;*;White;Female;United-States;<=50K
6802;0-120;Self-emp-inc;High School;Widowed;*;White;Female;North America;<=50K
15997;0-120;Self-emp-inc;High School;Widowed;*;White;Female;North America;<=50K
538;0-120;Self-emp-inc;Higher education;Never-married;*;White;Female;United-States;<=50K
13013;0-120;Self-emp-inc;Higher education;Never-married;*;White;Female;United-States;<=50K
3595;0-120;Self-emp-inc;*;Married-civ-spouse;*;White;Female;United-States;>50K
10179;0-120;Self-emp-inc;*;Married-civ-spouse;*;White;Female;United-States;>50K
7368;31-40;Self-emp-not-inc;*;Married-civ-spouse;*;White;Female;North America;<=50K
7973;31-40;Self-emp-not-inc;*;Married-civ-spouse;*;White;Female;North America;<=50K
815;46-50;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;*;<=50K
10125;46-50;Self-emp-not-inc;HS-grad;Married-civ-spouse;*;White;Female;*;<=50K
2668;0-120;Self-emp-not-inc;*;Separated;*;White;Female;North America;<=50K
11210;0-120;Self-emp-not-inc;*;Separated;*;White;Female;North America;<=50K
4967;0-120;Self-emp-not-inc;Masters;Married-civ-spouse;*;White;Female;North America;>50K
9210;0-120;Self-emp-not-inc;Masters;Married-civ-spouse;*;White;Female;North America;>50K
19;0-120;Self-emp-not-inc;*;Divorced;Exec-managerial;White;Female;United-States;>50K
12533;0-120;Self-emp-not-inc;*;Divorced;Exec-managerial;White;Female;United-States;>50K
2236;56-60;Private;HS-grad;Married-civ-spouse;*;White;Female;*;>50K
20382;56-60;Private;HS-grad;Married-civ-spouse;*;White;Female;*;>50K
5184;0-120;Private;Doctorate;Married-civ-spouse;*;White;Female;United-States;>50K
12573;0-120;Private;Doctorate;Married-civ-spouse;*;White;Female;United-States;>50K
533;41-50;Private;Assoc-acdm;Married-civ-spouse;*;White;Female;*;>50K
1674;41-50;Private;Assoc-acdm;Married-civ-spouse;*;White;Female;*;>50K
433;26-30;Private;Assoc-acdm;Married-civ-spouse;*;White;Female;*;>50K
4961;26-30;Private;Assoc-acdm;Married-civ-spouse;*;White;Female;*;>50K
7163;31-40;Private;Prof-school;Married-civ-spouse;*;White;Female;United-States;>50K
8363;31-40;Private;Prof-school;Married-civ-spouse;*;White;Female;United-States;>50K
6416;0-120;Private;*;Widowed;*;White;Female;United-States;>50K
8801;0-120;Private;*;Widowed;*;White;Female;United-States;>50K
2669;0-120;Private;Higher education;Widowed;Nontechnical;White;Female;United-States;>50K
9168;0-120;Private;Higher education;Widowed;Nontechnical;White;Female;United-States;>50K
368;51-60;Private;Bachelors;Divorced;*;White;Female;*;>50K
5429;51-60;Private;Bachelors;Divorced;*;White;Female;*;>50K
3290;0-120;Private;High School;Divorced;*;White;Female;United-States;>50K
18777;0-120;Private;High School;Divorced;*;White;Female;United-States;>50K
11215;0-120;Private;HS-grad;Never-married;*;White;Female;United-States;>50K
12530;0-120;Private;HS-grad;Never-married;*;White;Female;United-States;>50K
5069;0-120;Private;Doctorate;Never-married;Technical;White;Female;*;>50K
15204;0-120;Private;Doctorate;Never-married;Technical;White;Female;*;>50K
11831;41-50;Private;Some-college;Never-married;*;White;Female;*;>50K
13754;41-50;Private;Some-college;Never-married;*;White;Female;*;>50K
143;0-120;Private;Professional Education;Never-married;*;White;Female;United-States;>50K
15887;0-120;Private;Professional Education;Never-married;*;White;Female;United-States;>50K
12831;36-40;Private;Masters;Never-married;*;White;Female;*;>50K
15186;36-40;Private;Masters;Never-married;*;White;Female;*;>50K
1341;51-60;Private;*;Married-spouse-absent;*;White;Female;*;<=50K
10246;51-60;Private;*;Married-spouse-absent;*;White;Female;*;<=50K
567;0-120;Private;7th-8th;Separated;*;White;Female;*;<=50K
11374;0-120;Private;7th-8th;Separated;*;White;Female;*;<=50K
574;0-120;Private;Doctorate;Never-married;*;White;Female;United-States;<=50K
4741;0-120;Private;Doctorate;Never-married;*;White;Female;United-States;<=50K
317;0-120;Private;5th-6th;Married-civ-spouse;*;White;Female;*;<=50K
14913;0-120;Private;5th-6th;Married-civ-spouse;*;White;Female;*;<=50K
5;0-120;Private;Masters;Married-civ-spouse;*;White;Female;United-States;<=50K
188;0-120;Private;Masters;Married-civ-spouse;*;White;Female;United-States;<=50K
2539;0-120;Federal-gov;HS-grad;spouse not present;*;Black;Female;United-States;<=50K
13837;0-120;Federal-gov;HS-grad;spouse not present;*;Black;Female;United-States;<=50K
1564;41-45;Federal-gov;HS-grad;spouse not present;*;Black;Female;United-States;<=50K
4041;41-45;Federal-gov;HS-grad;spouse not present;*;Black;Female;United-States;<=50K
12359;0-120;Federal-gov;Bachelors;Divorced;*;Black;Female;United-States;<=50K
14683;0-120;Federal-gov;Bachelors;Divorced;*;Black;Female;United-States;<=50K
1186;0-120;Federal-gov;Some-college;Never-married;*;Black;Female;United-States;<=50K
5768;0-120;Federal-gov;Some-college;Never-married;*;Black;Female;United-States;<=50K
4638;0-120;State-gov;High School;Divorced;Other;Black;Female;United-States;<=50K
5119;0-120;State-gov;High School;Divorced;Other;Black;Female;United-States;<=50K
8424;0-120;State-gov;Masters;Never-married;*;Black;Female;United-States;<=50K
11585;0-120;State-gov;Masters;Never-married;*;Black;Female;United-States;<=50K
9622;21-30;State-gov;Bachelors;Never-married;*;Black;Female;United-States;<=50K
20564;21-30;State-gov;Bachelors;Never-married;*;Black;Female;United-States;<=50K
6476;0-120;Local-gov;*;Never-married;*;Black;Female;United-States;<=50K
12249;0-120;Local-gov;*;Never-married;*;Black;Female;United-States;<=50K
508;0-120;Local-gov;High School;Separated;Other;Black;Female;United-States;<=50K
631;0-120;Local-gov;High School;Separated;Other;Black;Female;United-States;<=50K
1195;46-50;Local-gov;Undergraduate;Divorced;*;Black;Female;United-States;<=50K
3454;46-50;Local-gov;Undergraduate;Divorced;*;Black;Female;United-States;<=50K
2841;45;Local-gov;Higher education;Divorced;*;Black;Female;United-States;<=50K
10450;45;Local-gov;Higher education;Divorced;*;Black;Female;United-States;<=50K
134;0-120;Private;Assoc-acdm;Divorced;*;Black;Female;North America;<=50K
3765;0-120;Private;Assoc-acdm;Divorced;*;Black;Female;North America;<=50K
282;31-40;Private;Assoc-acdm;Divorced;*;Black;Female;North America;<=50K
6060;31-40;Private;Assoc-acdm;Divorced;*;Black;Female;North America;<=50K
4760;0-120;Private;Bachelors;Divorced;*;Black;Female;North America;<=50K
19263;0-120;Private;Bachelors;Divorced;*;Black;Female;North America;<=50K
5080;0-120;Private;Higher education;Separated;*;Black;Female;North America;<=50K
9784;0-120;Private;Higher education;Separated;*;Black;Female;North America;<=50K
2365;46-50;Private;*;Separated;*;Black;Female;United-States;<=50K
4649;46-50;Private;*;Separated;*;Black;Female;United-States;<=50K
21;51-60;Private;HS-grad;Separated;*;Black;Female;United-States;<=50K
3188;51-60;Private;HS-grad;Separated;*;Black;Female;United-States;<=50K
8334;0-120;Private;*;Married-civ-spouse;*;Black;Female;United-States;<=50K
9249;0-120;Private;*;Married-civ-spouse;*;Black;Female;United-States;<=50K
1366;41-50;Private;High School;Married-civ-spouse;Machine-op-inspct;Black;Female;*;<=50K
2938;41-50;Private;High School;Married-civ-spouse;Machine-op-inspct;Black;Female;*;<=50K
1427;36-40;Private;High School;Married-civ-spouse;*;Black;Female;North America;<=50K
6423;36-40;Private;High School;Married-civ-spouse;*;Black;Female;North America;<=50K
3672;0-120;Private;*;Married-civ-spouse;Technical;Other;Male;North America;<=50K
11297;0-120;Private;*;Married-civ-spouse;Technical;Other;Male;North America;<=50K
1216;0-120;Self-emp-not-inc;Higher education;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;>50K
9847;0-120;Self-emp-not-inc;Higher education;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;>50K
3707;0-120;Private;Undergraduate;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;>50K
17733;0-120;Private;Undergraduate;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;United-States;>50K
2718;0-120;Private;Higher education;Divorced;*;Amer-Indian-Eskimo;Male;United-States;<=50K
4049;0-120;Private;Higher education;Divorced;*;Amer-Indian-Eskimo;Male;United-States;<=50K
15;0-120;Private;High School;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;North America;<=50K
6467;0-120;Private;High School;Married-civ-spouse;*;Amer-Indian-Eskimo;Male;North America;<=50K
12282;0-120;Private;High School;Married-spouse-absent;*;Asian-Pac-Islander;Male;Asia;<=50K
18968;0-120;Private;High School;Married-spouse-absent;*;Asian-Pac-Islander;Male;Asia;<=50K
6871;0-120;Private;Masters;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
9318;0-120;Private;Masters;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
3557;0-120;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
5424;0-120;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
2432;31-40;Private;Higher education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
13325;31-40;Private;Higher education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
3832;0-120;Non-Government;High School;Married-civ-spouse;*;Asian-Pac-Islander;Male;Asia;<=50K
5698;0-120;Non-Government;High School;Married-civ-spouse;*;Asian-Pac-Islander;Male;Asia;<=50K
7697;0-120;Private;7th-8th;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
8014;0-120;Private;7th-8th;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
1255;21-30;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
4610;21-30;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
11637;51-55;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
12406;51-55;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
213;56-60;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
7605;56-60;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
1368;0-120;Private;*;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
11979;0-120;Private;*;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
2509;0-120;Private;Professional Education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
3021;0-120;Private;Professional Education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
455;0-120;Private;Assoc-voc;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
8688;0-120;Private;Assoc-voc;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
139;41-50;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
9865;41-50;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
6359;0-120;State-gov;Higher education;*;*;Black;Male;United-States;>50K
12479;0-120;State-gov;Higher education;*;*;Black;Male;United-States;>50K
2986;0-120;Local-gov;High School;Married-civ-spouse;*;Black;Male;*;>50K
19252;0-120;Local-gov;High School;Married-civ-spouse;*;Black;Male;*;>50K
117;0-120;Local-gov;Professional Education;Married-civ-spouse;*;Black;Male;United-States;>50K
21205;0-120;Local-gov;Professional Education;Married-civ-spouse;*;Black;Male;United-States;>50K
10318;0-120;Federal-gov;Some-college;*;*;Black;Male;United-States;>50K
19559;0-120;Federal-gov;Some-college;*;*;Black;Male;United-States;>50K
1979;0-120;Local-gov;*;Divorced;*;Black;Male;North America;<=50K
8390;0-120;Local-gov;*;Divorced;*;Black;Male;North America;<=50K
1434;0-120;State-gov;*;Never-married;Other;Black;Male;North America;<=50K
11336;0-120;State-gov;*;Never-married;Other;Black;Male;North America;<=50K
22;0-120;Federal-gov;High School;Married-civ-spouse;Other;Black;Male;United-States;<=50K
1424;0-120;Federal-gov;High School;Married-civ-spouse;Other;Black;Male;United-States;<=50K
16223;0-120;Self-emp-not-inc;High School;Never-married;*;Black;Male;United-States;<=50K
16427;0-120;Self-emp-not-inc;High School;Never-married;*;Black;Male;United-States;<=50K
1603;51-60;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;>50K
1695;51-60;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;>50K
3716;41-50;Private;Bachelors;Married-civ-spouse;*;Black;Male;North America;>50K
8919;41-50;Private;Bachelors;Married-civ-spouse;*;Black;Male;North America;>50K
1875;0-120;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
8994;0-120;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;>50K
2884;0-120;Private;*;Widowed;*;Black;Male;United-States;<=50K
8436;0-120;Private;*;Widowed;*;Black;Male;United-States;<=50K
1451;0-120;Private;*;Widowed;Other;Black;Male;United-States;<=50K
3931;0-120;Private;*;Widowed;Other;Black;Male;United-States;<=50K
874;0-120;Private;*;Divorced;*;Black;Male;United-States;<=50K
1354;0-120;Private;*;Divorced;*;Black;Male;United-States;<=50K
2758;31-40;Private;Higher education;Separated;*;Black;Male;United-States;<=50K
4317;31-40;Private;Higher education;Separated;*;Black;Male;United-States;<=50K
4822;0-120;Private;Bachelors;Never-married;*;Black;Male;United-States;<=50K
7056;0-120;Private;Bachelors;Never-married;*;Black;Male;United-States;<=50K
122;26-30;Private;Bachelors;Never-married;*;Black;Male;*;<=50K
1952;26-30;Private;Bachelors;Never-married;*;Black;Male;*;<=50K
31;20;Private;Some-college;Never-married;*;Black;Male;*;<=50K
1525;20;Private;Some-college;Never-married;*;Black;Male;*;<=50K
9081;21-30;Private;Professional Education;Never-married;*;Black;Male;United-States;<=50K
10049;21-30;Private;Professional Education;Never-married;*;Black;Male;United-States;<=50K
6421;0-120;Private;Professional Education;Married-civ-spouse;Technical;Black;Male;North America;<=50K
10197;0-120;Private;Professional Education;Married-civ-spouse;Technical;Black;Male;North America;<=50K
10250;0-120;Private;Assoc-voc;Married-civ-spouse;Technical;Black;Male;North America;<=50K
16761;0-120;Private;Assoc-voc;Married-civ-spouse;Technical;Black;Male;North America;<=50K
3;0-120;Private;11th;Married-civ-spouse;*;Black;Male;United-States;<=50K
2034;0-120;Private;11th;Married-civ-spouse;*;Black;Male;United-States;<=50K
6377;41-50;Private;11th;Married-civ-spouse;*;Black;Male;United-States;<=50K
14191;41-50;Private;11th;Married-civ-spouse;*;Black;Male;United-States;<=50K
2056;0-120;State-gov;Higher education;spouse not present;Prof-specialty;White;Male;United-States;>50K
6392;0-120;State-gov;Higher education;spouse not present;Prof-specialty;White;Male;United-States;>50K
2806;0-120;State-gov;*;Separated;*;White;Male;United-States;<=50K
11132;0-120;State-gov;*;Separated;*;White;Male;United-States;<=50K
766;0-120;State-gov;Undergraduate;Married-spouse-absent;*;White;Male;United-States;<=50K
4163;0-120;State-gov;Undergraduate;Married-spouse-absent;*;White;Male;United-States;<=50K
1031;0-120;State-gov;Higher education;Never-married;*;White;Male;United-States;<=50K
7924;0-120;State-gov;Higher education;Never-married;*;White;Male;United-States;<=50K
1340;21-30;State-gov;Higher education;Never-married;*;White;Male;United-States;<=50K
10666;21-30;State-gov;Higher education;Never-married;*;White;Male;United-States;<=50K
242;0-120;State-gov;Professional Education;Married-civ-spouse;*;White;Male;North America;<=50K
7019;0-120;State-gov;Professional Education;Married-civ-spouse;*;White;Male;North America;<=50K
285;51-60;Federal-gov;Masters;Married-civ-spouse;*;White;Male;*;>50K
5497;51-60;Federal-gov;Masters;Married-civ-spouse;*;White;Male;*;>50K
10500;0-120;Federal-gov;Bachelors;Never-married;*;White;Male;North America;<=50K
10612;0-120;Federal-gov;Bachelors;Never-married;*;White;Male;North America;<=50K
5138;0-120;Federal-gov;Some-college;Never-married;*;White;Male;*;<=50K
8294;0-120;Federal-gov;Some-college;Never-married;*;White;Male;*;<=50K
3828;31-40;Federal-gov;Some-college;Never-married;*;White;Male;*;<=50K
5018;31-40;Federal-gov;Some-college;Never-married;*;White;Male;*;<=50K
166;31-40;Federal-gov;Professional Education;Never-married;*;White;Male;United-States;<=50K
20323;31-40;Federal-gov;Professional Education;Never-married;*;White;Male;United-States;<=50K
2201;0-120;Federal-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;North America;<=50K
3792;0-120;Federal-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;North America;<=50K
7654;0-120;Federal-gov;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
9344;0-120;Federal-gov;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
7768;0-120;Local-gov;Primary School;Married-civ-spouse;*;White;Male;Mexico;<=50K
14545;0-120;Local-gov;Primary School;Married-civ-spouse;*;White;Male;Mexico;<=50K
932;0-120;Local-gov;Primary School;Married-civ-spouse;*;White;Male;United-States;<=50K
5365;0-120;Local-gov;Primary School;Married-civ-spouse;*;White;Male;United-States;<=50K
353;0-120;Local-gov;11th;Married-civ-spouse;*;White;Male;North America;<=50K
2995;0-120;Local-gov;11th;Married-civ-spouse;*;White;Male;North America;<=50K
79;0-120;Local-gov;7th-8th;Married-civ-spouse;*;White;Male;United-States;<=50K
1808;0-120;Local-gov;7th-8th;Married-civ-spouse;*;White;Male;United-States;<=50K
775;21-30;Local-gov;Higher education;Divorced;*;White;Male;United-States;<=50K
18371;21-30;Local-gov;Higher education;Divorced;*;White;Male;United-States;<=50K
957;0-120;Local-gov;High School;Divorced;*;White;Male;United-States;<=50K
5232;0-120;Local-gov;High School;Divorced;*;White;Male;United-States;<=50K
762;31-40;Local-gov;HS-grad;Divorced;Other;White;Male;*;<=50K
6209;31-40;Local-gov;HS-grad;Divorced;Other;White;Male;*;<=50K
2769;20-25;Local-gov;Some-college;Never-married;*;White;Male;North America;<=50K
3719;20-25;Local-gov;Some-college;Never-married;*;White;Male;North America;<=50K
1884;26-30;Local-gov;Some-college;Never-married;*;White;Male;*;<=50K
4922;26-30;Local-gov;Some-college;Never-married;*;White;Male;*;<=50K
95;29;Local-gov;Some-college;Never-married;*;White;Male;*;<=50K
6182;29;Local-gov;Some-college;Never-married;*;White;Male;*;<=50K
30;0-120;Local-gov;Assoc-acdm;Never-married;*;White;Male;United-States;<=50K
8470;0-120;Local-gov;Assoc-acdm;Never-married;*;White;Male;United-States;<=50K
6557;31-40;Local-gov;Assoc-acdm;Never-married;*;White;Male;United-States;<=50K
10191;31-40;Local-gov;Assoc-acdm;Never-married;*;White;Male;United-States;<=50K
9820;31-40;Local-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;*;>50K
11896;31-40;Local-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;*;>50K
7641;0-120;Self-emp-inc;Higher education;Never-married;*;White;Male;United-States;>50K
8361;0-120;Self-emp-inc;Higher education;Never-married;*;White;Male;United-States;>50K
14583;0-120;Self-emp-inc;Higher education;Never-married;Technical;White;Male;United-States;>50K
19454;0-120;Self-emp-inc;Higher education;Never-married;Technical;White;Male;United-States;>50K
5979;0-120;Self-emp-inc;High School;Never-married;*;White;Male;United-States;>50K
22418;0-120;Self-emp-inc;High School;Never-married;*;White;Male;United-States;>50K
5000;0-120;Self-emp-inc;Higher education;Divorced;*;White;Male;United-States;>50K
15745;0-120;Self-emp-inc;Higher education;Divorced;*;White;Male;United-States;>50K
1250;51-60;Self-emp-inc;*;Married-civ-spouse;*;White;Male;North America;>50K
2158;51-60;Self-emp-inc;*;Married-civ-spouse;*;White;Male;North America;>50K
1246;51-55;Self-emp-inc;Prof-school;Married-civ-spouse;*;White;Male;*;>50K
2426;51-55;Self-emp-inc;Prof-school;Married-civ-spouse;*;White;Male;*;>50K
1514;56-60;Self-emp-inc;Bachelors;Married-civ-spouse;*;White;Male;*;>50K
2385;56-60;Self-emp-inc;Bachelors;Married-civ-spouse;*;White;Male;*;>50K
6915;0-120;Self-emp-inc;Higher education;Married-civ-spouse;*;White;Male;United-States;<=50K
8575;0-120;Self-emp-inc;Higher education;Married-civ-spouse;*;White;Male;United-States;<=50K
11675;31-40;Self-emp-inc;Higher education;Married-civ-spouse;*;White;Male;United-States;<=50K
12074;31-40;Self-emp-inc;Higher education;Married-civ-spouse;*;White;Male;United-States;<=50K
1912;51-60;Self-emp-inc;Professional Education;Married-civ-spouse;*;White;Male;United-States;<=50K
3878;51-60;Self-emp-inc;Professional Education;Married-civ-spouse;*;White;Male;United-States;<=50K
618;51-60;Self-emp-inc;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
3116;51-60;Self-emp-inc;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
8034;0-120;Self-emp-inc;Some-college;Never-married;*;White;Male;North America;<=50K
9919;0-120;Self-emp-inc;Some-college;Never-married;*;White;Male;North America;<=50K
829;20-25;Self-emp-inc;Bachelors;Never-married;*;White;Male;*;<=50K
11686;20-25;Self-emp-inc;Bachelors;Never-married;*;White;Male;*;<=50K
2789;0-120;Self-emp-inc;Some-college;Divorced;*;White;Male;United-States;<=50K
5468;0-120;Self-emp-inc;Some-college;Divorced;*;White;Male;United-States;<=50K
6146;0-120;Self-emp-inc;Some-college;Divorced;Nontechnical;White;Male;United-States;<=50K
10258;0-120;Self-emp-inc;Some-college;Divorced;Nontechnical;White;Male;United-States;<=50K
589;0-120;Self-emp-inc;Bachelors;Divorced;*;White;Male;United-States;<=50K
8206;0-120;Self-emp-inc;Bachelors;Divorced;*;White;Male;United-States;<=50K
7556;31-40;Self-emp-inc;Bachelors;Divorced;*;White;Male;United-States;<=50K
20369;31-40;Self-emp-inc;Bachelors;Divorced;*;White;Male;United-States;<=50K
1809;51-60;Self-emp-inc;HS-grad;Divorced;*;White;Male;North America;<=50K
4064;51-60;Self-emp-inc;HS-grad;Divorced;*;White;Male;North America;<=50K
16747;0-120;Private;*;Married-spouse-absent;*;White;Male;United-States;>50K
19249;0-120;Private;*;Married-spouse-absent;*;White;Male;United-States;>50K
2311;41-50;Private;*;Married-spouse-absent;*;White;Male;United-States;>50K
10317;41-50;Private;*;Married-spouse-absent;*;White;Male;United-States;>50K
3011;0-120;Private;*;Separated;Exec-managerial;White;Male;*;>50K
8442;0-120;Private;*;Separated;Exec-managerial;White;Male;*;>50K
415;0-120;Private;High School;Divorced;*;White;Male;North America;>50K
1496;0-120;Private;High School;Divorced;*;White;Male;North America;>50K
1322;0-120;Private;HS-grad;Never-married;Nontechnical;White;Male;*;>50K
11224;0-120;Private;HS-grad;Never-married;Nontechnical;White;Male;*;>50K
17058;0-120;Private;Assoc-acdm;Never-married;*;White;Male;United-States;>50K
21325;0-120;Private;Assoc-acdm;Never-married;*;White;Male;United-States;>50K
3156;31-40;Private;Prof-school;Never-married;*;White;Male;United-States;>50K
13991;31-40;Private;Prof-school;Never-married;*;White;Male;United-States;>50K
1767;32;Private;11th;Married-civ-spouse;*;White;Male;*;<=50K
8004;32;Private;11th;Married-civ-spouse;*;White;Male;*;<=50K
2542;0-120;Private;Some-college;Married-spouse-absent;*;White;Male;*;<=50K
7668;0-120;Private;Some-college;Married-spouse-absent;*;White;Male;*;<=50K
5909;0-120;Self-emp-not-inc;High School;Divorced;*;White;Male;United-States;>50K
6020;0-120;Self-emp-not-inc;High School;Divorced;*;White;Male;United-States;>50K
2182;0-120;Self-emp-not-inc;Masters;Divorced;*;White;Male;United-States;>50K
6519;0-120;Self-emp-not-inc;Masters;Divorced;*;White;Male;United-States;>50K
10327;41-50;Self-emp-not-inc;Prof-school;Divorced;*;White;Male;United-States;>50K
22630;41-50;Self-emp-not-inc;Prof-school;Divorced;*;White;Male;United-States;>50K
568;0-120;Self-emp-not-inc;High School;Separated;*;White;Male;United-States;<=50K
3888;0-120;Self-emp-not-inc;High School;Separated;*;White;Male;United-States;<=50K
4781;31-40;Self-emp-not-inc;Higher education;Separated;*;White;Male;United-States;<=50K
7500;31-40;Self-emp-not-inc;Higher education;Separated;*;White;Male;United-States;<=50K
4415;0-120;Self-emp-not-inc;High School;Divorced;*;White;Male;North America;<=50K
14222;0-120;Self-emp-not-inc;High School;Divorced;*;White;Male;North America;<=50K
2246;0-120;Self-emp-not-inc;Masters;Divorced;*;White;Male;United-States;<=50K
6222;0-120;Self-emp-not-inc;Masters;Divorced;*;White;Male;United-States;<=50K
604;0-120;Self-emp-not-inc;Assoc-acdm;Never-married;*;White;Male;United-States;<=50K
6822;0-120;Self-emp-not-inc;Assoc-acdm;Never-married;*;White;Male;United-States;<=50K
584;31-40;Self-emp-not-inc;Bachelors;Never-married;*;White;Male;North America;<=50K
891;31-40;Self-emp-not-inc;Bachelors;Never-married;*;White;Male;North America;<=50K
8881;0-120;Self-emp-not-inc;High School;Never-married;*;White;Male;North America;<=50K
15990;0-120;Self-emp-not-inc;High School;Never-married;*;White;Male;North America;<=50K
672;0-120;Self-emp-not-inc;11th;Never-married;*;White;Male;United-States;<=50K
802;0-120;Self-emp-not-inc;11th;Never-married;*;White;Male;United-States;<=50K
983;51-60;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;United-States;<=50K
18685;51-60;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;United-States;<=50K
1888;22;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;*;<=50K
2296;22;Self-emp-not-inc;HS-grad;Never-married;*;White;Male;*;<=50K
19011;0-120;Self-emp-not-inc;5th-6th;Married-civ-spouse;*;White;Male;North America;<=50K
19571;0-120;Self-emp-not-inc;5th-6th;Married-civ-spouse;*;White;Male;North America;<=50K
9754;41-50;Self-emp-not-inc;5th-6th;Married-civ-spouse;*;White;Male;North America;<=50K
15559;41-50;Self-emp-not-inc;5th-6th;Married-civ-spouse;*;White;Male;North America;<=50K
359;0-120;Self-emp-not-inc;9th;Married-civ-spouse;*;White;Male;*;<=50K
2870;0-120;Self-emp-not-inc;9th;Married-civ-spouse;*;White;Male;*;<=50K
5705;41-45;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
20562;41-45;Self-emp-not-inc;Bachelors;Married-civ-spouse;*;White;Male;*;<=50K
9226;0-120;Private;*;Widowed;*;Amer-Indian-Eskimo;Female;United-States;<=50K
9634;0-120;Private;*;Widowed;*;Amer-Indian-Eskimo;Female;United-States;<=50K
7656;0-120;Private;*;Separated;*;Amer-Indian-Eskimo;Female;United-States;<=50K
8330;0-120;Private;*;Separated;*;Amer-Indian-Eskimo;Female;United-States;<=50K
1715;0-120;Non-Government;Some-college;Divorced;*;Amer-Indian-Eskimo;Female;United-States;<=50K
4348;0-120;Non-Government;Some-college;Divorced;*;Amer-Indian-Eskimo;Female;United-States;<=50K
2610;0-20;Private;High School;Never-married;*;Amer-Indian-Eskimo;Female;*;<=50K
3605;0-20;Private;High School;Never-married;*;Amer-Indian-Eskimo;Female;*;<=50K
1932;0-120;Private;High School;Married-civ-spouse;*;Asian-Pac-Islander;Female;Asia;<=50K
9067;0-120;Private;High School;Married-civ-spouse;*;Asian-Pac-Islander;Female;Asia;<=50K
11188;0-120;Private;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Female;*;<=50K
17568;0-120;Private;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Female;*;<=50K
